time_s,phase,total_contact_reference_n,commanded_normal_force_n,realized_contact_force_n,contact_active,desired_tip_coordinate_m,target_displacement_m,target_velocity_m_per_s,vehicle_position_x_m,vehicle_pitch_rad
10.283,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,2.0260174006023633e-05,-0.013630471460607767,-0.30837178819876815,-0.005869377177681585
10.284,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,6.616767734443387e-06,-0.013651614677584807,-0.3083686236581321,-0.005892697009770222
10.285,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-7.033597570920207e-06,-0.013644389471319102,-0.30836551691097536,-0.00591435347372563
10.286,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-2.066256313674326e-05,-0.01360882495975092,-0.3083624681696792,-0.0059343591652582335
10.287,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-3.424182874698624e-05,-0.01354500911434896,-0.30835947763043364,-0.005952726966924198
10.288,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-4.774321150058201e-05,-0.01345308854809961,-0.3083565454733634,-0.005969470041847829
10.289,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-6.113870429620679e-05,-0.013333268181788174,-0.30835367186265733,-0.00598460182742702
10.290000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-7.440053392278194e-05,-0.013185810789325814,-0.3083508569467003,-0.005998136029023912
10.291,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-8.750121863523374e-05,-0.013011036423126834,-0.3083481008582074,-0.006010086613642788
10.292,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00010041362509616755,-0.01280932172078961,-0.30834540371436137,-0.006020467803597347
10.293000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.00011311102456548933,-0.012581099094580397,-0.3083427656169518,-0.006029294070169327
10.294,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,-0.0001255671482216281,-0.012326855805461959,-0.30834018665251733,-0.006036580127260548
